scenario,mse_pred,mse_xhat
nw505i2,52.018265,4.1116714
nw505i2,52.018265,7.401054
nw510i1,61.963604,18.41971
nw510i1,61.963604,11.274796
nw510i1,61.963604,19.585924
nw510i1,61.963604,24.483335
nw510i1,61.963604,15.799713
nw510i2,80.80765,25.267496
nw510i2,80.80765,17.686167
nw510i2,80.80765,22.191675
nw510i2,80.80765,19.287342
nw510i2,80.80765,22.882647
nw515i1,80.202255,40.18028
nw515i1,80.202255,39.918663
nw515i1,80.202255,35.57791
nw515i1,80.202255,28.325085
nw515i1,80.202255,43.912033
nw515i2,106.65311,44.250904
nw515i2,106.65311,48.738167
nw515i2,106.65311,61.383343
nw515i2,106.65311,58.666435
nw515i2,106.65311,42.65611
w505i1,35.18786,5.4093404
w505i1,35.18786,6.290118
w505i1,35.18786,3.0550215
w505i1,35.18786,1.7649034
w505i1,35.18786,4.621522
w505i2,48.125095,5.2791977
w505i2,48.125095,5.538738
w505i2,48.125095,7.9113097
w505i2,48.125095,4.2865996
w505i2,48.125095,7.62628
w510i1,60.78554,22.566332
w510i1,60.78554,16.51514
w510i1,60.78554,22.68791
w510i1,60.78554,12.592765
w510i1,60.78554,18.504282
w510i2,82.73541,30.797852
w510i2,82.73541,18.79877
w510i2,82.73541,23.665121
w510i2,82.73541,22.792006
w510i2,82.73541,30.86137
w515i1,58.593197,15.792291
w515i1,58.593197,19.366938
w515i1,58.593197,17.245731
w515i1,58.593197,22.42934
w515i1,58.593197,16.468037
w515i2,83.243996,27.837275
w515i2,83.243996,35.682114
w515i2,83.243996,35.498825
w515i2,83.243996,27.769243
w515i2,83.243996,32.7437
wnw505i1,39.842567,1.7159224
wnw505i1,39.842567,4.529688
wnw505i1,39.842567,7.8828826
wnw505i1,39.842567,2.2296927
wnw505i1,39.842567,1.7902596
wnw505i2,53.310757,6.7832384
wnw505i2,53.310757,6.243905
wnw505i2,53.310757,4.252722
wnw505i2,53.310757,6.181486
wnw505i2,53.310757,9.920645
wnw510i1,66.63071,16.754051
wnw510i1,66.63071,17.757895
wnw510i1,66.63071,26.297712
wnw510i1,66.63071,23.754944
wnw510i1,66.63071,23.006346
wnw510i2,88.82617,37.18661
wnw510i2,88.82617,27.168612
wnw510i2,88.82617,36.922104
wnw510i2,88.82617,26.34316
wnw510i2,88.82617,27.736227
wnw515i1,76.02791,37.458824
wnw515i1,76.02791,31.77409
wnw515i1,76.02791,18.03039
wnw515i1,76.02791,29.33523
wnw515i1,76.02791,16.244717
wnw515i2,103.729805,49.46282
wnw515i2,103.729805,52.925278
wnw515i2,103.729805,34.488922
wnw515i2,103.729805,36.293823
wnw515i2,103.729805,42.709114
wsw505i1,26.162851,1.0244013
wsw505i1,26.162851,1.9526463
wsw505i1,26.162851,1.576085
wsw505i1,26.162851,1.4074202
wsw505i1,26.162851,2.1725657
wsw505i2,37.43293,3.5806665
wsw505i2,37.43293,2.9009461
wsw505i2,37.43293,3.497763
wsw505i2,37.43293,2.9424233
wsw505i2,37.43293,2.9784365
wsw510i1,31.511194,2.2873383
wsw510i1,31.511194,1.598502
wsw510i1,31.511194,1.8768222
wsw510i1,31.511194,1.2608771
wsw510i1,31.511194,3.110085
wsw510i2,45.608852,5.471055
wsw510i2,45.608852,5.140973
wsw510i2,45.608852,5.2762427
wsw510i2,45.608852,6.549918
wsw510i2,45.608852,5.6309195
wsw515i1,28.471632,2.7335875
wsw515i1,28.471632,4.6685104
wsw515i1,28.471632,1.830559
wsw515i1,28.471632,2.8610177
wsw515i1,28.471632,1.1859463
wsw515i2,40.24514,3.1186247
wsw515i2,40.24514,5.7993884
wsw515i2,40.24514,4.0367193
wsw515i2,40.24514,2.2417085
wsw515i2,40.24514,6.1388397
